Frame No.,Frame Time,GPS Time,Latitude,Longitude
0,19:25:43,20:19:43,32.6590305,-117.127043167
1,19:25:43,20:19:43,32.6590305,-117.127043167
2,19:25:48,20:19:43,32.6590305,-117.127043167
3,19:25:48,20:19:43,32.6590305,-117.127043167
4,19:25:48,20:19:43,32.6590305,-117.127043167
5,19:25:48,20:19:43,32.6590305,-117.127043167
6,19:25:48,20:19:43,32.6590305,-117.127043167
7,19:25:48,20:19:43,32.6590305,-117.127043167
8,19:25:48,20:19:43,32.6590305,-117.127043167
9,19:25:48,20:19:43,32.6590305,-117.127043167
10,19:25:48,20:19:43,32.6590305,-117.127043167
11,19:25:48,20:19:43,32.6590305,-117.127043167
12,19:25:48,20:19:43,32.6590305,-117.127043167
13,19:25:48,20:19:43,32.6590305,-117.127043167
14,19:25:48,20:19:43,32.6590305,-117.127043167
15,19:25:48,20:19:43,32.6590305,-117.127043167
16,19:25:48,20:19:43,32.6590305,-117.127043167
17,19:25:48,20:19:43,32.6590305,-117.127043167
18,19:25:48,20:19:43,32.6590305,-117.127043167
19,19:25:48,20:19:43,32.6590305,-117.127043167
20,19:25:48,20:19:43,32.6590305,-117.127043167
21,19:25:48,20:19:43,32.6590305,-117.127043167
22,19:25:48,20:19:43,32.6590305,-117.127043167
23,19:25:48,20:19:43,32.6590305,-117.127043167
24,19:25:48,20:19:43,32.6590305,-117.127043167
25,19:25:48,20:19:43,32.6590305,-117.127043167
26,19:25:48,20:19:43,32.6590305,-117.127043167
27,19:25:48,20:19:43,32.6590305,-117.127043167
28,19:25:48,20:19:43,32.6590305,-117.127043167
29,19:25:48,20:19:43,32.6590305,-117.127043167
30,19:25:48,20:19:43,32.6590305,-117.127043167
31,19:25:48,20:19:43,32.6590305,-117.127043167
32,19:25:48,20:19:43,32.6590305,-117.127043167
33,19:25:48,20:19:43,32.6590305,-117.127043167
34,19:25:48,20:19:43,32.6590305,-117.127043167
35,19:25:48,20:19:43,32.6590305,-117.127043167
36,19:25:48,20:19:43,32.6590305,-117.127043167
37,19:25:48,20:19:43,32.6590305,-117.127043167
38,19:25:48,20:19:43,32.6590305,-117.127043167
